children,38.63614450025415
creativity,62.8098627425551
culture,206.84969050307402
dance,17.150880229548235
education,58.19446997425442
parenting,15.371078871101862
teaching,18.49451366801532
alternative energy,4.477599831269858
cars,3.752340081841492
climate change,10.91087269762512
environment,20.486331898009908
global issues,98.45946398548143
science,108.7802590990671
sustainability,12.186273596795875
technology,168.3995943254167
computers,19.500739501312005
entertainment,105.07739419123402
interface design,8.44130303537289
media,12.62641112818845
music,36.33074919684342
performance,38.75873077480543
simplicity,3.0009273674603167
software,7.559259878406603
MacArthur grant,1.3890755799719887
activism,22.800823681072977
business,123.9331402156815
cities,22.324344793112736
green,11.053329030074432
inequality,15.059819688838747
politics,22.686646330144285
pollution,3.174365164777057
Africa,15.502972342535209
Asia,8.387955540512266
Google,2.6993703461038963
demo,21.341133031696202
economics,34.33125472403126
global development,8.993198209140926
health,51.77835955465337
math,17.368597154045876
statistics,8.688641235281384
visualizations,16.483633943239568
goal-setting,15.765576323856072
motivation,22.287178544571095
potential,11.648180225116576
psychology,72.30763053318718
Christianity,1.4345299655483406
God,4.414357795310245
atheism,2.4437863111111113
comedy,22.908584747079306
humor,41.725888191060314
religion,12.737316985135877
storytelling,35.865909181983646
architecture,16.115880612218543
collaboration,24.106586289794603
design,89.61704413675592
library,2.9513201826423576
TED Brain Trust,17.06967789157648
brain,60.9580410228042
cognitive science,13.814071791945544
consciousness,9.314599178893165
evolution,17.8496814214607
philosophy,19.898845126927508
happiness,29.401965271209676
leadership,24.90392433580772
philanthropy,7.0211477942640705
disaster relief,2.66889131360845
invention,23.902113226028835
open-source,9.252809960206157
TED Prize,4.448000433926219
art,41.27601901959799
film,12.864554336686124
movies,3.7083158877400377
peace,11.393554397650323
social change,39.09734063157453
disease,7.822123360859901
ebola,1.0752423665460438
entrepreneur,18.336888267335056
violin,1.0519080714285713
wunderkind,2.141156487179487
youth,10.65879449246864
piano,2.0036980859126983
engineering,12.652819248682935
industrial design,3.8789256791510414
DNA,4.507686155343476
biology,33.93806790588047
nature,17.097731464546772
product design,8.101500875533668
science and art,5.91978319171681
wikipedia,1.0611104087662335
community,22.729705421476233
communication,44.29169146685861
gender,6.507761389899643
love,17.178797774460996
relationships,14.357164577311249
theater,2.707166592857143
women,24.674529705612326
cosmos,2.9975864893674142
physics,13.633515974582776
universe,9.870546582445005
astronomy,7.6821398757418216
narcotics,3.376563435714286
race,7.208661267166491
choice,14.165486752473127
consumerism,5.304967938202973
food,14.220811599966478
marketing,6.24272272532141
decision-making,11.592145934077369
personal growth,21.668987249447046
cancer,7.123199273205414
aging,12.836282628724183
biotech,7.1481057694343635
future,22.19049161065704
health care,20.955576560060173
investment,4.104697685900262
microfinance,0.35064129835164837
poverty,8.989335145559998
telecom,1.2810047571428569
transportation,8.991701542434013
corruption,4.32486893452381
military,4.006709707720057
policy,7.946177500408191
NASA,2.718226340265092
aircraft,1.0648375523199023
flight,3.7603485992754315
rocket science,0.721623448145936
exploration,14.787133932156523
sports,7.676834391239315
travel,2.529310883333333
AIDS,1.4929301811829472
photography,27.531215473074727
medicine,29.406372792924028
genetics,6.291810295934318
faith,7.5739687466200465
illusion,10.339406598622784
robots,16.326832078075554
history,23.98819591050838
success,32.04228001892274
work,33.12837928004429
poetry,17.12996937804426
obesity,5.524594693557758
anthropology,3.9410314124174026
language,17.81441660837806
complexity,4.235474977054154
time,6.823986877158136
evolutionary psychology,2.8669729862209046
war,17.383860558979272
map,3.162519304811733
urban planning,3.3212242099623017
innovation,30.49375249936712
United States,5.353346055701997
interview,3.2269089303378995
performance art,5.624601353864109
materials,4.6712918615148755
code,5.880307428876191
work-life balance,6.514109545454546
ants,0.4553232404040404
biodiversity,6.890512826524283
ecology,4.0261695590828666
insects,5.1315196768507985
animals,19.52214616478449
primates,0.72855385
typography,1.3128921833333334
live music,21.71117535376984
singer,1.7677819482142858
Brazil,2.0642020000000003
animation,2.6442934142399266
biomimicry,3.691997282720582
fish,4.5803052398801505
oceans,12.882119495954539
apes,0.6937974583333333
intelligence,10.207739614904225
biomechanics,4.021023873134569
online video,8.015459847222223
guitar,1.8478355722222222
vocals,0.7642045308356678
cello,0.2286248142857143
self,23.653991724551833
china,5.619033882857143
web,7.0338632234363745
memory,6.414016813948551
spoken word,6.64921967202381
composing,1.68488668641277
natural disaster,1.193958265934066
energy,8.467656881388056
museums,1.9223300068181817
water,4.6843320640357335
AI,8.339109988396086
microsoft,0.7892274102941177
virtual reality,2.9684772792124545
women in business,7.619949714411978
Buddhism,2.5202740313238334
New York,1.056015822943723
death,10.321287493759428
terrorism,5.868319282033669
Moon,0.41316698611111113
Planets,3.052368901293968
adventure,9.149874179536484
mining,0.2958175968253968
space,9.726771732970512
meme,0.8464192047619048
Bioethics,2.063604735926325
gaming,7.59691738051736
literature,3.8646218222974738
prosthetics,4.7792079154761895
books,11.338925937332109
sociology,4.8706506126683955
violence,11.30832033979331
human origins,1.6841752525950497
humanity,26.29910804493575
paleontology,1.5298240777777776
asteroid,0.6754729056956117
solar system,1.8564085345955161
drones,7.13331467504272
solar energy,1.7611568262617012
illness,9.11320390981422
depression,11.798696538136536
mental health,21.525574173359963
suicide,5.375268346825397
law,7.80391329877538
String theory,3.6703284455182077
magic,16.965794201953603
compassion,6.693803296247543
empathy,3.825531732358634
writing,20.605023428531773
play,3.891523535714285
South America,1.5501756136659237
world cultures,4.460098915942376
infrastructure,6.668778072760451
ancient world,2.8881204524433004
bees,1.8604633525860106
garden,3.2901839083979545
plants,2.7271083541583767
toy,4.2974676333333335
telescopes,2.6372155564542488
hack,3.1583572962495836
heart health,2.4864754312770567
public health,4.922144109862675
big bang,2.6389848347943725
bacteria,3.43552139452668
microbiology,2.700139622600941
news,2.5713069304457115
submarine,2.421955786507936
sex,16.465183870936677
society,35.03658703781854
archaeology,0.7183634513990237
dinosaurs,1.6007193333333332
beauty,12.601258743861043
plastic,1.2016785472672065
Vaccines,0.9774463806239736
conducting,2.892419285714286
